geometry,TAZ,x_coord,y_coord,COUNT,FIRST_COUN
"MULTIPOLYGON (((-122.512866667622 37.7636603452841,-122.511266574278 37.7638603428037,-122.510766544288 37.76386034409,-122.510666513298 37.7619604071394,-122.510366470291 37.7600604707372,-122.510066425946 37.7580605376755,-122.509866390224 37.7562605977547,-122.509566348474 37.7544606581404,-122.509366311404 37.7525607215763,-122.509066268298 37.7506607853314,-122.508366226139 37.7506607874069,-122.507266161212 37.7507607873534,-122.506166094965 37.7507607906116,-122.505065028658 37.7507607938728,-122.50396496374 37.7508607938062,-122.503164916891 37.7509607928463,-122.502964915197 37.7490608643976,-122.503964975373 37.7490608613849,-122.505065044316 37.7489608622813,-122.506166110562 37.7489608589611,-122.507266176748 37.7489608556438,-122.508266239642 37.7488608568289,-122.508966281756 37.7488608547159,-122.509466314553 37.7487608574037,-122.50996234439 37.748760855905,-122.510466374707 37.7487608543821,-122.511466418096 37.7510607650056,-122.512266579136 37.759660478835,-122.512866667622 37.7636603452841)))",101178,-122.5096334,37.75457978,1,6075
"MULTIPOLYGON (((-122.504566168395 37.7433620996055,-122.505666234131 37.7433620961042,-122.505866193969 37.745262015517,-122.505966150628 37.7470609395091,-122.506166110562 37.7489608589611,-122.505065044316 37.7489608622813,-122.503964975373 37.7490608613849,-122.502964915197 37.7490608643976,-122.502864958945 37.747260940603,-122.502765005458 37.7453620209942,-122.502565043282 37.7435620975391,-122.503466102659 37.7433621031068,-122.504566168395 37.7433620996055)))",101181,-122.504355,37.74621076,1,6075
"MULTIPOLYGON (((-122.505666234131 37.7433620961042,-122.504566168395 37.7433620996055,-122.503466102659 37.7433621031068,-122.502565043282 37.7435620975391,-122.502466087182 37.7417621737792,-122.502366136586 37.7397622584701,-122.501966148815 37.7384623146409,-122.501766150798 37.7379623364077,-122.502766210164 37.7379623330633,-122.503866278223 37.7378623335983,-122.504866337582 37.7378623302509,-122.505066332961 37.7384623043196,-122.505466326519 37.7395622566874,-122.505566280311 37.7414621763901,-122.505666234131 37.7433620961042)))",101182,-122.503888,37.74064993,1,6075
"MULTIPOLYGON (((-122.503566332167 37.7352624441874,-122.504566391335 37.7352624407623,-122.505766462337 37.7352624366522,-122.507066539256 37.7352624321995,-122.506766502351 37.7359624037904,-122.506666474534 37.7367623704865,-122.506766450362 37.7378623238909,-122.505866399683 37.7377623311115,-122.504866337582 37.7378623302509,-122.503866278223 37.7378623335983,-122.502766210164 37.7379623330633,-122.501766150798 37.7379623364077,-122.501666197559 37.7360624169313,-122.501666230841 37.734862467577,-122.502466269849 37.7351624521731,-122.503566332167 37.7352624441874)))",101183,-122.5041662,37.73652734,1,6075
"MULTIPOLYGON (((-122.506766302604 37.7432620968081,-122.505666234131 37.7433620961042,-122.505566280311 37.7414621763901,-122.505466326519 37.7395622566874,-122.505066332961 37.7384623043196,-122.504866337582 37.7378623302509,-122.505866399683 37.7377623311115,-122.506766450362 37.7378623238909,-122.507066451765 37.7384622976606,-122.507566454162 37.7394622539674,-122.507866420168 37.7413621731405,-122.508266392233 37.7432620920291,-122.507866368332 37.7432620933035,-122.506766302604 37.7432620968081)))",101184,-122.5065724,37.74068247,1,6075
"MULTIPOLYGON (((-122.510466374707 37.7487608543821,-122.50996234439 37.748760855905,-122.509466314553 37.7487608574037,-122.508966281756 37.7488608547159,-122.508266239642 37.7488608568289,-122.507266176748 37.7489608556438,-122.506166110562 37.7489608589611,-122.505966150628 37.7470609395091,-122.505866193969 37.745262015517,-122.505666234131 37.7433620961042,-122.506766302604 37.7432620968081,-122.507866368332 37.7432620933035,-122.508266392233 37.7432620920291,-122.507866420168 37.7413621731405,-122.507566454162 37.7394622539674,-122.507066451765 37.7384622976606,-122.506766450362 37.7378623238909,-122.506666474534 37.7367623704865,-122.506766502351 37.7359624037904,-122.507066539256 37.7352624321995,-122.508666633925 37.7352624267193,-122.508966564629 37.7384622913346,-122.509166530291 37.7401622193017,-122.510466374707 37.7487608543821)))",101185,-122.5080507,37.74345517,1,6075
"MULTIPOLYGON (((-122.495464884727 37.7438620506122,-122.495864891809 37.7437620575857,-122.497064904994 37.7437620659147,-122.49806491871 37.7436620770644,-122.499164930814 37.7436620847042,-122.500364946784 37.7435620972576,-122.500464895296 37.7454620177825,-122.500664844816 37.7473609390109,-122.500664808791 37.7486608841461,-122.50086479696 37.7491608643845,-122.500964791656 37.751060794884,-122.49996478291 37.7511607849143,-122.498864771822 37.751160777614,-122.497764762047 37.7512607669884,-122.496664750952 37.7512607596908,-122.496364747927 37.7512607577005,-122.495864738261 37.7494608182829,-122.495764788415 37.7475608973873,-122.495664838508 37.7456609764748,-122.495464884727 37.7438620506122)))",101191,-122.4982249,37.74743858,1,6075
"MULTIPOLYGON (((-122.495464884727 37.7438620506122,-122.495464933109 37.7420621261627,-122.495364985709 37.7400622093973,-122.495764990341 37.7400622122394,-122.49676500192 37.7400622193447,-122.497866017395 37.7399622313755,-122.498866031732 37.7398622426976,-122.500066045665 37.7398622512346,-122.500164994316 37.7417621717942,-122.500364946784 37.7435620972576,-122.499164930814 37.7436620847042,-122.49806491871 37.7436620770644,-122.497064904994 37.7437620659147,-122.495864891809 37.7437620575857,-122.495464884727 37.7438620506122)))",101192,-122.4978207,37.74184483,1,6075
"MULTIPOLYGON (((-122.497866017395 37.7399622313755,-122.49676500192 37.7400622193447,-122.495764990341 37.7400622122394,-122.495364985709 37.7400622093973,-122.494866022784 37.7384622729652,-122.494766026954 37.7382622806358,-122.494666076594 37.7363623595976,-122.49516608268 37.7363623632325,-122.496266098769 37.73626237543,-122.497266110956 37.7362623827042,-122.498366124362 37.7362623907058,-122.49946614052 37.7361624029224,-122.500366151502 37.7361624094732,-122.500566104092 37.7379623349703,-122.49956608667 37.7381623193407,-122.499666079593 37.7384623074119,-122.500066045665 37.7398622512346,-122.498866031732 37.7398622426976,-122.497866017395 37.7399622313755)))",101193,-122.4975162,37.73802596,1,6075
"MULTIPOLYGON (((-122.499566191303 37.7343624795289,-122.49946614052 37.7361624029224,-122.498366124362 37.7362623907058,-122.497266110956 37.7362623827042,-122.496266098769 37.73626237543,-122.49516608268 37.7363623632325,-122.494666076594 37.7363623595976,-122.49456611548 37.7348624217695,-122.494466148974 37.7335624755425,-122.495166157807 37.7335624807184,-122.495966165207 37.7336624824343,-122.497166183045 37.7335624955068,-122.499766199315 37.7341624894334,-122.499566191303 37.7343624795289)))",101194,-122.4969462,37.73497336,1,6075
"MULTIPOLYGON (((-122.500066045665 37.7398622512346,-122.499666079593 37.7384623074119,-122.49956608667 37.7381623193407,-122.500566104092 37.7379623349703,-122.500366151502 37.7361624094732,-122.49946614052 37.7361624029224,-122.499566191303 37.7343624795289,-122.499766199315 37.7341624894334,-122.500766200747 37.7345624799177,-122.501666230841 37.734862467577,-122.501666197559 37.7360624169313,-122.501766150798 37.7379623364077,-122.501966148815 37.7384623146409,-122.502366136586 37.7397622584701,-122.502466087182 37.7417621737792,-122.501265018327 37.7416621818812,-122.500164994316 37.7417621717942,-122.500066045665 37.7398622512346)))",101195,-122.5009647,37.7382911,1,6075
"MULTIPOLYGON (((-122.50086479696 37.7491608643845,-122.500664808791 37.7486608841461,-122.500664844816 37.7473609390109,-122.500464895296 37.7454620177825,-122.500364946784 37.7435620972576,-122.500164994316 37.7417621717942,-122.501265018327 37.7416621818812,-122.502466087182 37.7417621737792,-122.502565043282 37.7435620975391,-122.502765005458 37.7453620209942,-122.502864958945 37.747260940603,-122.502964915197 37.7490608643976,-122.501864846231 37.7491608634917,-122.50086479696 37.7491608643845)))",101196,-122.5016021,37.74541475,1,6075
"MULTIPOLYGON (((-122.490264714201 37.7534606444789,-122.491364724181 37.7533606550271,-122.492364734402 37.7533606616101,-122.493464744361 37.7532606721662,-122.494564755598 37.7532606794102,-122.495664765536 37.7531606899743,-122.496264771661 37.753160693927,-122.496464797166 37.7549606354473,-122.495864792271 37.7550606282003,-122.4947647822 37.7551606176867,-122.493664770828 37.7551606104937,-122.492564760736 37.7552605999881,-122.491464749357 37.7552605927978,-122.490464740278 37.7553605829537,-122.489464729928 37.7553605764195,-122.488364718542 37.7553605692318,-122.487364709437 37.7554605593978,-122.487164684982 37.7536606174804,-122.488164693972 37.7535606273579,-122.48916470295 37.7534606372403,-122.490264714201 37.7534606444789)))",101201,-122.4918405,37.75431196,1,6075
"MULTIPOLYGON (((-122.492364734402 37.7533606616101,-122.491364724181 37.7533606550271,-122.490264714201 37.7534606444789,-122.48916470295 37.7534606372403,-122.488164693972 37.7535606273579,-122.487164684982 37.7536606174804,-122.487064659099 37.7516606828057,-122.4879646682 37.7516606887677,-122.489164679078 37.7515607000213,-122.490164689183 37.7515607066482,-122.491164698019 37.7514607165843,-122.492264709127 37.7514607238765,-122.493364718952 37.7513607344833,-122.494464730054 37.7513607417783,-122.495464740146 37.7513607484101,-122.496364747927 37.7512607577005,-122.496264771661 37.753160693927,-122.495664765536 37.7531606899743,-122.494564755598 37.7532606794102,-122.493464744361 37.7532606721662,-122.492364734402 37.7533606616101)))",101202,-122.4916821,37.75242108,1,6075
"MULTIPOLYGON (((-122.491164698019 37.7514607165843,-122.490164689183 37.7515607066482,-122.489164679078 37.7515607000213,-122.4879646682 37.7516606887677,-122.487064659099 37.7516606828057,-122.486964638384 37.7498607421258,-122.487864647394 37.7498607481286,-122.48896466099 37.7497607596337,-122.489964673617 37.7496607704808,-122.490964683661 37.7496607771594,-122.492064694708 37.7496607845059,-122.493264709413 37.7495607967078,-122.494264719472 37.7495608033909,-122.495364733223 37.7494608149391,-122.495864738261 37.7494608182829,-122.496364747927 37.7512607577005,-122.495464740146 37.7513607484101,-122.494464730054 37.7513607417783,-122.493364718952 37.7513607344833,-122.492264709127 37.7514607238765,-122.491164698019 37.7514607165843)))",101203,-122.4915783,37.75057104,1,6075
"MULTIPOLYGON (((-122.495864738261 37.7494608182829,-122.495364733223 37.7494608149391,-122.494264719472 37.7495608033909,-122.493264709413 37.7495607967078,-122.492064694708 37.7496607845059,-122.490964683661 37.7496607771594,-122.489964673617 37.7496607704808,-122.48896466099 37.7497607596337,-122.487864647394 37.7498607481286,-122.486964638384 37.7498607421258,-122.486664683775 37.7479608191296,-122.487664696654 37.7478608300464,-122.488664706985 37.7478608368051,-122.489864721981 37.7477608490878,-122.490964735979 37.7476608607045,-122.491964746342 37.7476608674721,-122.493064757741 37.7476608749163,-122.494164769141 37.7476608823607,-122.495264783225 37.7475608940013,-122.495764788415 37.7475608973873,-122.495864738261 37.7494608182829)))",101204,-122.4912918,37.74868821,1,6075
"MULTIPOLYGON (((-122.487564741727 37.7460609042891,-122.488564754924 37.7459609152943,-122.489664769218 37.7458609269932,-122.490764780934 37.7458609345255,-122.491864795281 37.7457609462391,-122.492964807015 37.7457609537763,-122.494064821415 37.7456609655045,-122.495064832098 37.745660972361,-122.495664838508 37.7456609764748,-122.495764788415 37.7475608973873,-122.495264783225 37.7475608940013,-122.494164769141 37.7476608823607,-122.493064757741 37.7476608749163,-122.491964746342 37.7476608674721,-122.490964735979 37.7476608607045,-122.489864721981 37.7477608490878,-122.488664706985 37.7478608368051,-122.487664696654 37.7478608300464,-122.486664683775 37.7479608191296,-122.48666473217 37.7460608981343,-122.487564741727 37.7460609042891)))",101205,-122.491229,37.74677816,1,6075
"MULTIPOLYGON (((-122.494064821415 37.7456609655045,-122.492964807015 37.7457609537763,-122.491864795281 37.7457609462391,-122.490764780934 37.7458609345255,-122.489664769218 37.7458609269932,-122.488564754924 37.7459609152943,-122.487564741727 37.7460609042891,-122.48666473217 37.7460608981343,-122.486464775836 37.7442609715971,-122.487364788211 37.7441609819852,-122.488464800227 37.7441609896006,-122.489564814836 37.7440610013871,-122.490564825775 37.7440610083146,-122.491664840409 37.7439620200735,-122.49276485246 37.7439620276986,-122.493864867173 37.7438620395139,-122.494964881921 37.743762051339,-122.495464884727 37.7438620506122,-122.495664838508 37.7456609764748,-122.495064832098 37.745660972361,-122.494064821415 37.7456609655045)))",101206,-122.4910591,37.74492291,1,6075
"MULTIPOLYGON (((-122.486264821903 37.7423620491428,-122.487364834235 37.7423620568461,-122.488364845446 37.7423620638492,-122.48946486037 37.7422620757232,-122.490464874205 37.7421620869057,-122.491664887697 37.74216209532,-122.492764902709 37.7420621072184,-122.493764913968 37.7420621142348,-122.494864929032 37.7419621261475,-122.495464933109 37.7420621261627,-122.495464884727 37.7438620506122,-122.494964881921 37.743762051339,-122.493864867173 37.7438620395139,-122.49276485246 37.7439620276986,-122.491664840409 37.7439620200735,-122.490564825775 37.7440610083146,-122.489564814836 37.7440610013871,-122.488464800227 37.7441609896006,-122.487364788211 37.7441609819852,-122.486464775836 37.7442609715971,-122.486264821903 37.7423620491428)))",101207,-122.4909107,37.74309704,1,6075
"MULTIPOLYGON (((-122.480264572355 37.7501606869976,-122.480464597164 37.752060625952,-122.48066462082 37.7538605681713,-122.480864645726 37.7557605070891,-122.479664633274 37.7557604992597,-122.478764625125 37.7558604901088,-122.477564613847 37.7559604790064,-122.47746459037 37.7540605405933,-122.477264565903 37.7521606015097,-122.477064541485 37.7502606624075,-122.478064551507 37.7502606690662,-122.479164561338 37.7501606796705,-122.480264572355 37.7501606869976)))",101211,-122.478952,37.75303146,1,6075
"MULTIPOLYGON (((-122.479964653701 37.7463608399301,-122.48016461184 37.7481607669687,-122.480264572355 37.7501606869976,-122.479164561338 37.7501606796705,-122.478064551507 37.7502606690662,-122.477064541485 37.7502606624075,-122.477064575175 37.7483607378272,-122.476964617204 37.7465608112241,-122.476764660481 37.7446608880295,-122.477764671324 37.7446608949304,-122.478864685674 37.7445609066449,-122.479864696534 37.7445609135502,-122.479964653701 37.7463608399301)))",101212,-122.4785265,37.74743059,1,6075
"MULTIPOLYGON (((-122.480964757597 37.7425610038022,-122.481864767658 37.742561010097,-122.482964782418 37.7424620218909,-122.484064794733 37.7424620295894,-122.485264808167 37.7424620379878,-122.486264821903 37.7423620491428,-122.486464775836 37.7442609715971,-122.485164761657 37.7442609626029,-122.484064747153 37.7443609508457,-122.483064736262 37.7443609439315,-122.48196472181 37.7444609321886,-122.479864696534 37.7445609135502,-122.478864685674 37.7445609066449,-122.477764671324 37.7446608949304,-122.476764660481 37.7446608880295,-122.476564701251 37.7428609606879,-122.477664715899 37.742760972485,-122.478764730582 37.7426609842919,-122.479864742861 37.7426609919807,-122.480964757597 37.7425610038022)))",101213,-122.4814994,37.74351982,1,6075
"MULTIPOLYGON (((-122.48196472181 37.7444609321886,-122.483064736262 37.7443609439315,-122.484064747153 37.7443609508457,-122.485164761657 37.7442609626029,-122.486464775836 37.7442609715971,-122.48666473217 37.7460608981343,-122.486664683775 37.7479608191296,-122.485564672428 37.7479608117,-122.484464661082 37.7479608042703,-122.48336464724 37.7480607926972,-122.482264635911 37.7480607852724,-122.481264623151 37.7481607743885,-122.48016461184 37.7481607669687,-122.479964653701 37.7463608399301,-122.479864696534 37.7445609135502,-122.48196472181 37.7444609321886)))",101214,-122.4833135,37.74621026,1,6075
"MULTIPOLYGON (((-122.485964649212 37.7517606722223,-122.484864638082 37.7517606649381,-122.484964662452 37.7536606030139,-122.483864652409 37.7537605924893,-122.482764642353 37.75386058197,-122.481664631074 37.7538605747421,-122.48066462082 37.7538605681713,-122.480464597164 37.752060625952,-122.480264572355 37.7501606869976,-122.48016461184 37.7481607669687,-122.481264623151 37.7481607743885,-122.482264635911 37.7480607852724,-122.48336464724 37.7480607926972,-122.484464661082 37.7479608042703,-122.485564672428 37.7479608117,-122.486664683775 37.7479608191296,-122.486964638384 37.7498607421258,-122.487064659099 37.7516606828057,-122.485964649212 37.7517606722223)))",101215,-122.4833785,37.75066967,1,6075
"MULTIPOLYGON (((-122.483864652409 37.7537605924893,-122.484964662452 37.7536606030139,-122.484864638082 37.7517606649381,-122.485964649212 37.7517606722223,-122.487064659099 37.7516606828057,-122.487164684982 37.7536606174804,-122.487364709437 37.7554605593978,-122.486264698044 37.7554605522128,-122.485164687882 37.7555605417333,-122.484064676483 37.755560534551,-122.482964666299 37.7556605240796,-122.48196465593 37.7556605175527,-122.480864645726 37.7557605070891,-122.48066462082 37.7538605681713,-122.481664631074 37.7538605747421,-122.482764642353 37.75386058197,-122.483864652409 37.7537605924893)))",101216,-122.4845385,37.7541538,1,6075
"MULTIPOLYGON (((-122.481764813421 37.7406620879472,-122.482764824904 37.7406620950258,-122.483864840038 37.740562106958,-122.484964855207 37.7404621188999,-122.486064867873 37.7404621266962,-122.486264821903 37.7423620491428,-122.485264808167 37.7424620379878,-122.484064794733 37.7424620295894,-122.482964782418 37.7424620218909,-122.481864767658 37.742561010097,-122.480964757597 37.7425610038022,-122.479864742861 37.7426609919807,-122.478764730582 37.7426609842919,-122.477664715899 37.742760972485,-122.476564701251 37.7428609606879,-122.476464745409 37.7409620380921,-122.477464759244 37.7408620492746,-122.47856477184 37.7408620570513,-122.479564785724 37.7407620682476,-122.480664798338 37.7407620760292,-122.481764813421 37.7406620879472)))",101221,-122.4813722,37.74163862,1,6075
"MULTIPOLYGON (((-122.482764824904 37.7406620950258,-122.481764813421 37.7406620879472,-122.480664798338 37.7407620760292,-122.479564785724 37.7407620682476,-122.47856477184 37.7408620570513,-122.477464759244 37.7408620492746,-122.476464745409 37.7409620380921,-122.476364787146 37.7391621114081,-122.477264800094 37.7390621219552,-122.478364815421 37.7389621339412,-122.479464828352 37.7389621418108,-122.480464840107 37.738962148965,-122.481564855503 37.73886216097,-122.482564869756 37.7387621722685,-122.4837648839 37.7387621808642,-122.484764898204 37.738662192177,-122.485964912368 37.738662200778,-122.486064867873 37.7404621266962,-122.484964855207 37.7404621188999,-122.483864840038 37.740562106958,-122.482764824904 37.7406620950258)))",101222,-122.4812045,37.73978549,1,6075
"MULTIPOLYGON (((-122.476064828802 37.7372621873741,-122.475964848982 37.7363622236464,-122.475764889257 37.734562296167,-122.476964911383 37.7342623173318,-122.47786492264 37.7342623239586,-122.478664932646 37.734262329849,-122.480164951406 37.7342623408936,-122.482264962811 37.7348623315245,-122.483064965271 37.7351623249672,-122.483964973894 37.7352623274118,-122.484864990043 37.7350623422989,-122.48576500625 37.7348623572019,-122.486666019979 37.7347623679702,-122.488966043394 37.7349623765173,-122.49096605772 37.7353623744722,-122.491766022897 37.7370623092497,-122.490964994927 37.7377622742108,-122.490964976615 37.7384622449701,-122.48996496478 37.7384622377937,-122.488764950578 37.738462229182,-122.488064942293 37.7384622241585,-122.487064925351 37.7386622086622,-122.485964912368 37.738662200778,-122.484764898204 37.738662192177,-122.4837648839 37.7387621808642,-122.482564869756 37.7387621722685,-122.481564855503 37.73886216097,-122.480464840107 37.738962148965,-122.479464828352 37.7389621418108,-122.478364815421 37.7389621339412,-122.477264800094 37.7390621219552,-122.476364787146 37.7391621114081,-122.476264802639 37.738462139477,-122.476064828802 37.7372621873741)))",101223,-122.483096,37.73672903,1,6075
"MULTIPOLYGON (((-122.480164951406 37.7342623408936,-122.481064962663 37.7342623475204,-122.481764971418 37.7342623526745,-122.482264977671 37.7342623563561,-122.482525982548 37.7341973609686,-122.482657983108 37.7342413601192,-122.482991989252 37.7341623658508,-122.483064990166 37.7341623663886,-122.483234991448 37.7341963662325,-122.48355999634 37.7341633699941,-122.483865000185 37.7341623722826,-122.484365008957 37.7340623801143,-122.484461009558 37.7340863798264,-122.484751013193 37.734086381964,-122.485217019009 37.7340873853573,-122.485366021508 37.7340623874936,-122.485766026524 37.7340623904424,-122.48616603154 37.7340623933912,-122.486666037809 37.7340623970772,-122.487066042825 37.734062400026,-122.48796605411 37.7340624066607,-122.488866067978 37.7339624174634,-122.489366074255 37.7339624211516,-122.489766079277 37.7339624241022,-122.491766107016 37.7338624430358,-122.491866092491 37.7344624186863,-122.491966075315 37.7351623901498,-122.492066026515 37.7370623114213,-122.492064989634 37.7384622528641,-122.490964976615 37.7384622449701,-122.490964994927 37.7377622742108,-122.491766022897 37.7370623092497,-122.49096605772 37.7353623744722,-122.488966043394 37.7349623765173,-122.486666019979 37.7347623679702,-122.48576500625 37.7348623572019,-122.484864990043 37.7350623422989,-122.483964973894 37.7352623274118,-122.483064965271 37.7351623249672,-122.482264962811 37.7348623315245,-122.480164951406 37.7342623408936)))",101224,-122.4879596,37.73501638,1,6075
"MULTIPOLYGON (((-122.493877138879 37.7336624669971,-122.494466148974 37.7335624755425,-122.49456611548 37.7348624217695,-122.494666076594 37.7363623595976,-122.494766026954 37.7382622806358,-122.494266018352 37.7383622728513,-122.493165002652 37.7384622607581,-122.492064989634 37.7384622528641,-122.492066026515 37.7370623114213,-122.491966075315 37.7351623901498,-122.491866092491 37.7344624186863,-122.491766107016 37.7338624430358,-122.492166112045 37.7338624459881,-122.492766119587 37.7338624504166,-122.493066126008 37.7337624568175,-122.493432130615 37.7337624595204,-122.493877138879 37.7336624669971)))",101225,-122.4933192,37.73608786,1,6075
"MULTIPOLYGON (((-122.488164894626 37.7403621457448,-122.48716488054 37.7404621344924,-122.486064867873 37.7404621266962,-122.485964912368 37.738662200778,-122.487064925351 37.7386622086622,-122.488064942293 37.7384622241585,-122.488764950578 37.738462229182,-122.48996496478 37.7384622377937,-122.490964976615 37.7384622449701,-122.492064989634 37.7384622528641,-122.493165002652 37.7384622607581,-122.494266018352 37.7383622728513,-122.494766026954 37.7382622806358,-122.494866022784 37.7384622729652,-122.495364985709 37.7400622093973,-122.494664977603 37.7400622044236,-122.493564964866 37.7400621966077,-122.492564950646 37.7401621853181,-122.491364934148 37.740262172618,-122.490264921446 37.740262164812,-122.489164906157 37.7403621528367,-122.488164894626 37.7403621457448)))",101226,-122.4904695,37.73938045,1,6075
"MULTIPOLYGON (((-122.492564950646 37.7401621853181,-122.493564964866 37.7400621966077,-122.494664977603 37.7400622044236,-122.495364985709 37.7400622093973,-122.495464933109 37.7420621261627,-122.494864929032 37.7419621261475,-122.493764913968 37.7420621142348,-122.492764902709 37.7420621072184,-122.491664887697 37.74216209532,-122.490464874205 37.7421620869057,-122.48946486037 37.7422620757232,-122.488364845446 37.7423620638492,-122.487364834235 37.7423620568461,-122.486264821903 37.7423620491428,-122.486064867873 37.7404621266962,-122.48716488054 37.7404621344924,-122.488164894626 37.7403621457448,-122.489164906157 37.7403621528367,-122.490264921446 37.740262164812,-122.491364934148 37.740262172618,-122.492564950646 37.7401621853181)))",101227,-122.4907993,37.74121968,1,6075
"MULTIPOLYGON (((-122.481064962663 37.7342623475204,-122.480164951406 37.7342623408936,-122.478664932646 37.734262329849,-122.47786492264 37.7342623239586,-122.476964911383 37.7342623173318,-122.475764889257 37.734562296167,-122.475764943829 37.7322623906901,-122.475664975742 37.7308624474744,-122.476764990098 37.73086245574,-122.477565000539 37.7308624617514,-122.478065009474 37.7307624696284,-122.478966018823 37.7308624722787,-122.479866030569 37.7308624790415,-122.480666038559 37.7309624809213,-122.480765007965 37.7322624279498,-122.481064962663 37.7342623475204)))",101231,-122.4782622,37.73259577,1,6075
"MULTIPOLYGON (((-122.485966112717 37.730762529033,-122.486066081036 37.7320624757636,-122.48616603154 37.7340623933912,-122.485766026524 37.7340623904424,-122.485366021508 37.7340623874936,-122.485217019009 37.7340873853573,-122.484751013193 37.734086381964,-122.484461009558 37.7340863798264,-122.484365008957 37.7340623801143,-122.483865000185 37.7341623722826,-122.48355999634 37.7341633699941,-122.483234991448 37.7341963662325,-122.483064990166 37.7341623663886,-122.482991989252 37.7341623658508,-122.482657983108 37.7342413601192,-122.482525982548 37.7341973609686,-122.482264977671 37.7342623563561,-122.481764971418 37.7342623526745,-122.481064962663 37.7342623475204,-122.480765007965 37.7322624279498,-122.480666038559 37.7309624809213,-122.481566050291 37.7309624876801,-122.482666067112 37.7308625000812,-122.483366076248 37.7308625053411,-122.484366089299 37.7308625128553,-122.485166102263 37.7307625230181,-122.485966112717 37.730762529033)))",101232,-122.48345,37.73250254,1,6075
"MULTIPOLYGON (((-122.487066042825 37.734062400026,-122.486666037809 37.7340623970772,-122.48616603154 37.7340623933912,-122.486066081036 37.7320624757636,-122.485966112717 37.730762529033,-122.486966130888 37.7305625448706,-122.487266160385 37.729562588737,-122.489466174003 37.7301625803717,-122.489566154572 37.730962547758,-122.489666132519 37.7318625109656,-122.489666101378 37.7330624609078,-122.489666085807 37.733662435879,-122.489766079277 37.7339624241022,-122.489366074255 37.7339624211516,-122.488866067978 37.7339624174634,-122.48796605411 37.7340624066607,-122.487066042825 37.734062400026)))",101233,-122.48789,37.73204722,1,6075
"MULTIPOLYGON (((-122.489666132519 37.7318625109656,-122.489566154572 37.730962547758,-122.489466174003 37.7301625803717,-122.487266160385 37.729562588737,-122.487166164169 37.7293625963005,-122.490166185821 37.7300625898271,-122.491266218663 37.7293626273819,-122.491866237159 37.7289626486555,-122.492366251751 37.7286626650052,-122.494366265206 37.7291626592673,-122.494166238537 37.730062620026,-122.494366198448 37.7316625544581,-122.494466186381 37.7321625342419,-122.494366163734 37.7329624999573,-122.494466148974 37.7335624755425,-122.493877138879 37.7336624669971,-122.493432130615 37.7337624595204,-122.493066126008 37.7337624568175,-122.492766119587 37.7338624504166,-122.492166112045 37.7338624459881,-122.491766107016 37.7338624430358,-122.489766079277 37.7339624241022,-122.489666085807 37.733662435879,-122.489666101378 37.7330624609078,-122.489666132519 37.7318625109656)))",101234,-122.4919748,37.73148453,1,6075
"MULTIPOLYGON (((-122.495166278547 37.729062669535,-122.496566302633 37.7288626885711,-122.497104311075 37.7288166945957,-122.497166307941 37.7289626889282,-122.497866298205 37.7296626647917,-122.49856626915 37.7310626111345,-122.498870271819 37.7311096114363,-122.499099273124 37.7311706105843,-122.499297275918 37.7311626124066,-122.499541281816 37.73106361841,-122.49976628753 37.7309626243572,-122.499566276662 37.7312626102088,-122.499166257732 37.7317625861417,-122.498996251339 37.7319155784253,-122.497166183045 37.7335624955068,-122.495966165207 37.7336624824343,-122.495166157807 37.7335624807184,-122.494466148974 37.7335624755425,-122.494366163734 37.7329624999573,-122.494466186381 37.7321625342419,-122.494366198448 37.7316625544581,-122.494166238537 37.730062620026,-122.494366265206 37.7291626592673,-122.495166278547 37.729062669535)))",101235,-122.496367,37.73129056,1,6075
